dv,s,a
-2.63747,162.679,-0.753339
-2.7917,162.624,-1.1857
1.30148,162.537,-2.78365
3.37092,162.502,-1.01244
-2.30948,162.427,-2.00787
0.886158,162.426,-1.93777
-2.639,162.357,-1.50269
-5.7177,162.288,0.751172
0.779764,162.247,1.00289
-1.91991,162.217,-2.32782
3.04317,162.181,-1.12022
1.39268,162.158,2.44871
-2.50101,162.096,-1.34232
-1.5648,162.043,-2.16232
1.98367,161.968,0.832024
-1.2428,161.904,-1.9991
2.6744,161.894,-1.2328
-2.37703,161.857,-1.19115
-0.952466,161.795,-1.83936
2.06325,161.761,-0.790471
-0.692265,161.713,0.41398
-5.71808,161.712,0.692002
-0.880209,161.656,3.64249
2.26219,161.646,-1.34972
-2.26631,161.621,-1.88859
1.86324,161.556,-2.30806
-1.29113,161.537,2.43678
1.80419,161.441,-1.10571
-2.00023,161.404,-2.56803
-1.26122,161.398,-0.963605
1.46082,161.389,-2.95807
1.37112,161.285,-0.164421
-1.01327,161.285,-2.02953
1.12002,161.264,-1.84448
-1.91924,161.221,-2.12869
-0.789383,161.195,-1.88112
1.02807,161.167,0.115768
0.92948,161.165,-1.61699
-5.72104,161.144,0.634398
-0.588406,161.127,-1.73529
0.574322,161.079,-0.450264
0.623393,161.078,-2.6837
-0.325283,161.078,-0.753801
-0.12738,161.062,0.615465
0.0867999,161.052,0.20834
0.208904,161.04,-2.18845
0.137462,161.036,-0.78406
-1.9854,161.02,-2.1012
0.420056,161.013,-0.175856
0.623565,160.952,0.475593
0.658097,160.888,0.926898
-1.80025,160.824,-2.5249
0.69095,160.82,0.953569
0.721508,160.75,0.974154
0.749085,160.676,0.987478
-1.49726,160.66,-2.49469
0.772916,160.6,0.992262
-5.7262,160.568,0.578685
-1.22132,160.524,-2.23511
0.792159,160.521,0.987118
0.80589,160.441,-0.123594
-0.971348,160.415,-1.98985
-0.746156,160.33,-1.75925
-0.544486,160.266,-1.54348
0.715841,160.248,-3.34834
-0.365031,160.221,-1.34254
-0.435061,160.2,-0.682672
-0.206458,160.193,-1.15629
0.431415,160.186,-4.61117
-0.277224,160.18,-0.984483
-0.300665,160.163,-0.551728
0.216626,160.162,-1.89666
0.160012,160.143,-0.0733131
-0.181653,160.139,-0.433366
-0.464226,160.138,-0.826755
0.0928194,160.13,-0.147613
-0.0770518,160.127,-0.326983
0.0141161,160.124,-0.231949
-5.73322,159.999,0.525124
-5.74178,159.421,0.473924
-5.75159,158.851,1.26448
-5.93024,158.271,2.44986
-6.18809,157.665,2.7059
-6.5958,157.034,0.803148
-6.81237,156.346,-1.87675
-6.70734,155.671,-1.84503
-6.60048,155.004,-0.445888
-6.54454,154.351,0.861167
-6.65895,153.695,2.07643
-6.85446,153.019,2.36178
-7.03418,152.324,2.16605
-7.19857,151.612,1.97665
-7.34818,150.885,0.955246
-7.31578,150.143,-2.33869
-6.81375,149.422,-5.57454
-1.67493,149.416,-0.117708
-1.55879,149.254,-0.616072
-1.44435,149.104,0.218451
-1.50018,148.965,1.45159
-6.14098,148.78,-4.33306
-5.89369,148.193,-0.278384
-6.12185,147.601,2.06497
-6.47207,146.969,2.37978
-6.7145,146.307,2.20936
-6.97797,145.626,2.04144
-7.35059,144.911,1.87725
-7.57166,144.156,1.71779
-2.66951,143.594,3.46659
-7.59877,143.397,-0.534157
4.12696,143.124,-0.666331
4.21014,142.707,-0.759099
-7.23891,142.636,-3.76035
4.30408,142.282,-0.858213
-6.80401,141.949,-2.55154
4.40945,141.846,-0.963599
4.52689,141.4,-1.0751
-6.86352,141.275,0.852589
4.65704,140.941,-1.19248
-7.14511,140.576,1.92279
4.80047,140.469,-0.829112
4.93342,140.318,0.46296
-7.40587,139.846,1.77907
5.03398,139.819,1.35831
5.2661,139.311,1.40858
-7.64618,139.095,1.63824
5.74202,138.766,0.965279
-7.9505,138.317,1.50121
6.15487,138.163,-0.420693
6.31777,137.535,-1.42508
-8.19085,137.505,1.36876
6.21136,136.899,-1.60074
-8.28024,136.679,1.24149
6.01071,136.292,-1.78666
0.0783552,135.963,0.87623
-0.0986934,135.961,0.783733
0.282259,135.946,0.97377
-0.544607,135.943,0.696457
0.515025,135.907,1.07609
-1.10487,135.852,0.614508
-8.39681,135.849,-0.768389
0.778667,135.843,1.18284
-1.3179,135.835,0.537928
1.07518,135.751,1.29357
-1.34267,135.701,0.466702
5.97266,135.697,-1.49615
1.40651,135.628,1.4077
-1.35159,135.566,0.40077
1.77456,135.47,0.795107
-1.34674,135.431,0.340028
-1.33001,135.297,0.28434
-1.30318,135.165,0.23354
1.96227,135.16,-1.21627
5.92894,135.098,-0.15959
-1.26785,135.036,0.187439
-8.25153,135,-3.65469
1.76991,134.965,-1.90898
-1.2255,134.911,0.985066
1.79566,134.806,0.0606679
-1.80691,134.791,2.17917
2.24289,134.606,1.44698
-2.67801,134.55,1.60602
6.00073,134.511,0.523347
-2.84671,134.368,0.161431
2.73596,134.358,1.57882
-7.86921,134.199,-2.54932
-2.65073,134.093,-0.343045
3.17952,134.058,1.71429
0.140513,134.052,-0.293084
0.351415,134.039,0.381561
0.599502,133.981,0.860703
0.0058945,133.963,1.18585
-0.102412,133.956,0.904485
0.120117,133.955,0.338597
-0.110294,133.95,0.47715
-0.153063,133.943,0.185747
0.145687,133.933,-0.180995
-0.111515,133.925,-0.484008
0.0626944,133.921,-0.643213
-0.0231965,133.921,-0.685558
0.73437,133.919,0.433993
-0.526732,133.911,0.668723
-9.9251,133.902,0.502147
6.20221,133.898,-0.796009
-0.658076,133.844,0.617909
-2.45659,133.838,-0.355582
0.785178,133.835,-0.683932
-0.639378,133.779,0.568219
0.711529,133.762,-0.944042
3.48564,133.722,1.85251
-0.617261,133.717,0.519965
0.726514,133.692,-0.317957
-0.592393,133.656,0.473401
0.795415,133.617,0.355698
-2.26586,133.602,-0.363115
-0.565378,133.598,0.428731
-0.536757,133.543,0.386116
0.963589,133.533,0.833974
-0.507014,133.491,0.345673
-0.476578,133.442,0.307485
-7.84287,133.426,0.531836
1.1477,133.424,0.892836
1.27533,133.416,0.465014
-0.823481,133.395,0.271603
-2.07986,133.385,-0.366251
3.92088,133.361,1.99242
1.18251,133.281,-0.65453
-1.34689,133.277,-0.18157
6.11199,133.271,-1.6914
-1.36724,133.238,-1.66776
-1.89966,133.186,-0.365555
1.02756,133.18,-0.91683
-1.04762,133.116,-3.07782
1.09071,133.076,-0.293569
-0.700836,133.029,-1.63357
-1.72617,133.005,-0.361552
-0.627603,132.976,1.49769
1.21139,132.961,0.376557
4.57616,132.938,2.13278
-0.777817,132.903,2.11658
-10.159,132.895,0.544362
-1.56009,132.84,0.484508
1.43496,132.834,0.850528
-0.793284,132.82,0.9044
-0.715177,132.745,-0.0358806
-2.07335,132.693,1.72515
-0.55706,132.677,-1.52413
5.88258,132.675,-0.726743
1.67808,132.674,0.904233
-0.657528,132.633,-2.5177
-8.104,132.63,1.51229
-1.05408,132.547,0.324195
-0.992646,132.546,-1.30098
1.94117,132.498,0.470324
-0.950212,132.447,0.770051
5.18752,132.446,1.17801
-2.90871,132.426,1.19647
-0.851559,132.357,0.727927
2.12728,132.286,-0.656316
-0.758328,132.277,-0.154507
-0.670655,132.205,-1.42967
-0.588602,132.143,-0.933596
-3.00705,132.111,-0.205859
5.81266,132.094,-0.440886
-0.512173,132.088,0.438097
2.19566,132.072,-0.926802
-0.441318,132.04,0.873958
-0.627712,131.999,-0.0170134
-0.769267,131.915,-1.30084
-10.3279,131.87,0.575805
2.11577,131.847,-0.312902
-0.725795,131.846,-0.813452
-2.72771,131.824,-0.670372
-8.38951,131.805,1.3999
5.27719,131.788,-1.8804
-0.975095,131.769,0.549611
-1.21917,131.651,0.97697
1.62854,131.649,0.346609
-2.46078,131.565,-0.645308
-1.18554,131.526,0.916926
1.39293,131.521,0.322338
-1.22918,131.413,0.436855
1.40719,131.371,-0.814251
-2.20707,131.332,-0.617631
-1.44211,131.28,-0.239107
4.75242,131.278,-2.96667
1.34397,131.24,-1.09454
-1.68278,131.125,-0.0286849
-1.96714,131.124,-0.587951
1.46127,131.102,-0.490178
-8.65137,130.952,1.2897
-3.09802,130.948,-1.34523
1.64059,130.948,0.403356
-1.81922,130.943,0.62056
-1.90922,130.939,-0.556817
4.66633,130.837,-0.0656747
-10.4584,130.83,-1.71024
1.976,130.774,1.08058
-1.77095,130.761,0.803103
-1.94407,130.742,-0.524714
-2.96561,130.664,-1.26954
-1.65431,130.589,0.74323
2.33165,130.552,-0.0361632
-1.80689,130.55,0.766782
-2.21677,130.381,2.64674
-2.91891,130.354,-1.19225
5.02328,130.345,1.95364
-1.6686,130.318,0.684541
2.48589,130.307,-1.40693
-1.91496,130.143,0.627423
-2.93574,130.107,1.86961
-2.78122,130.08,-1.1143
-8.80643,130.075,1.1824
2.48904,129.943,-1.27806
-2.06365,129.935,0.572194
-2.97049,129.906,-0.220849
-0.0152875,129.853,-2.21873
0.025108,129.853,-0.25836
-0.0500761,129.85,-1.51512
0.0715529,129.848,1.12066
-0.0796928,129.843,0.508475
0.124494,129.838,1.24756
-0.104562,129.834,1.13429
5.23096,129.833,1.59786
0.184377,129.823,1.3809
-0.125093,129.822,1.03414
-0.141684,129.809,0.93792
0.00215542,129.808,-0.107869
0.251645,129.801,1.52023
-2.67832,129.798,1.27157
-0.154712,129.794,0.845988
-10.1037,129.778,-5.08336
-0.164538,129.778,-0.080614
-0.465819,129.777,0.437824
0.238202,129.777,-1.14234
0.326729,129.773,1.66501
-0.00365689,129.761,-1.39466
0.410044,129.736,1.81452
-2.10752,129.73,0.0994954
-0.604984,129.715,0.718632
2.35796,129.697,-0.683822
0.50198,129.691,1.1169
-0.572519,129.656,0.768217
0.578585,129.636,-1.21201
-2.82537,129.625,-0.907165
-0.539118,129.601,0.698822
0.617801,129.575,-2.00193
-0.505221,129.548,-0.206923
-2.94703,129.544,4.73507
-2.06054,129.513,-1.40619
0.686199,129.512,0.314675
-0.303361,129.5,-1.50176
-0.0232782,129.488,-1.02202
2.29161,129.471,-0.0430569
0.806441,129.438,1.46473
0.83956,129.351,0.217583
-2.7763,129.341,-0.861444
-1.80015,129.318,-2.41593
5.36066,129.299,0.306305
0.69624,129.27,-0.146842
2.26009,129.239,0.401475
0.641783,129.212,1.26676
-3.57798,129.209,3.32563
-8.90027,129.191,1.07862
-1.71661,129.153,-1.21414
0.766008,129.141,2.294
-2.72665,129.07,-0.813893
0.901424,129.058,2.00045
2.14545,129.019,0.425966
-1.94099,128.975,-0.0223049
0.951069,128.961,0.0470882
-3.64613,128.941,0.346602
0.825662,128.868,-2.91289
2.30269,128.81,0.449706
-9.51898,128.809,-3.59298
0.69327,128.796,-3.71381
-2.67696,128.795,-0.765203
-1.86063,128.765,0.214907
5.32344,128.761,-0.110436
0.554226,128.729,-1.3636
0.506243,128.685,1.34107
0.639412,128.628,2.40477
-1.66387,128.603,0.627396
-3.60635,128.592,0.33316
2.65389,128.559,0.472321
0.786534,128.557,2.15218
-2.45984,128.534,-0.71598
0.850953,128.471,0.973992
0.743706,128.387,0.68117
0.730456,128.322,2.16867
-1.81869,128.32,0.395782
-2.1651,128.303,-0.666754
-9.06626,128.295,0.978842
2.93426,128.279,0.493393
0.901379,128.241,2.66381
5.38495,128.234,1.24228
-3.80741,128.22,0.728559
-2.0361,128.127,0.144415
-1.8901,128.101,1.2703
1.13797,128.03,1.15855
2.9571,127.972,0.512452
-2.39002,127.925,4.08895
-2.27495,127.913,0.555577
1.48563,127.901,0.755547
-9.43905,127.874,0.297855
-3.88967,127.83,1.48242
1.8123,127.732,2.08691
2.89778,127.688,0.0426941
5.63528,127.684,2.19936
-2.53959,127.672,0.323484
-3.26227,127.623,2.92104
1.97626,127.539,1.51253
2.9407,127.505,-1.1208
-4.12121,127.442,1.79484
-2.69809,127.405,-1.18648
-3.48243,127.385,0.62158
-9.26054,127.378,-0.165589
1.87478,127.337,-0.650193
2.80226,127.212,-1.18577
1.58617,127.164,-1.09357
-2.62806,127.132,-2.20196
5.90716,127.107,0.731557
-3.53252,127.039,0.819891
1.37564,127.02,0.238922
-4.43972,127.006,0.788513
2.68485,126.944,-0.386237
-9.62157,126.921,1.60755
1.333,126.889,0.697132
-2.55218,126.879,-1.42675
1.19361,126.753,-0.613936
-3.49643,126.679,0.344444
2.7357,126.675,-0.42799
0.868502,126.65,-0.435481
-2.6074,126.622,-0.0193385
-4.49114,126.554,0.236686
-3.24272,126.479,-1.8903
1.01251,126.467,2.68771
-9.2256,126.442,-1.79559
2.65182,126.397,-0.22853
5.90923,126.39,-3.77828
-2.40712,126.358,0.451661
-3.19936,126.34,-1.00393
2.07413,126.335,3.8402
-2.91478,126.157,-1.9719
2.56947,126.145,0.192917
-1.97579,126.14,-0.824612
-4.50743,126.108,-0.241782
-1.73822,126.075,-1.0124
2.72867,126.052,1.00638
-2.8286,126.039,-1.41437
-9.80159,125.95,1.56872
-1.75297,125.924,0.676307
-1.88283,125.905,0.561391
-2.32646,125.896,-2.49114
2.75924,125.883,0.192958
5.37309,125.813,-5.44245
-2.06637,125.804,-1.285
2.52875,125.789,-0.945357
-2.48169,125.774,-1.33561
-2.2054,125.755,3.82991
-2.15372,125.699,1.63788
-4.79027,125.652,-0.910051
3.04576,125.593,0.190929
2.3134,125.547,-1.00857
-2.15861,125.543,-0.415855
-8.99029,125.533,-1.20659
-2.93728,125.483,2.55766
-2.48906,125.474,1.75991
-2.02701,125.342,0.687081
2.08249,125.327,-1.07083
5.0945,125.315,-1.34967
3.07474,125.274,0.186529
-2.76053,125.201,0.379955
-5.10814,125.195,0.819013
-3.02197,125.168,-0.901459
-5.09272,125.15,-0.686738
-2.45864,125.137,0.759839
1.8361,125.13,-1.1313
2.92434,124.978,0.179434
-9.98041,124.961,1.52055
1.57444,124.959,-1.18906
-2.79691,124.922,0.0913008
2.81069,124.914,0.169298
-2.7717,124.878,-1.1795
-3.11005,124.851,1.63078
1.29795,124.815,-1.24306
5.34282,124.794,1.46781
1.14098,124.726,2.95429
1.00727,124.7,-0.197999
-5.02588,124.69,2.2539
-8.9314,124.644,0.481514
-2.98863,124.641,1.98722
2.82678,124.64,0.155756
-2.69778,124.614,0.155887
2.103,124.584,4.13757
-3.42046,124.515,3.11577
2.88457,124.349,0.13842
-2.7118,124.339,-0.276246
2.70144,124.306,1.33616
5.61535,124.247,1.55606
-4.96305,124.19,2.51726
-3.54709,124.167,2.59891
-2.54969,124.071,-1.58142
2.80716,124.063,-0.369412
-1.00591,124.045,-4.30654
2.53401,124.044,-0.581655
-0.700127,123.971,-1.20572
-10.1581,123.954,1.46476
-2.30185,123.829,-1.94913
-3.49295,123.806,1.08862
2.35615,123.799,-0.609551
2.63408,123.787,-1.57249
-9.07016,123.746,1.00403
-4.89145,123.697,2.30106
5.9129,123.671,1.64137
-2.06622,123.611,-1.82844
2.16815,123.572,-0.635254
2.49614,123.537,-1.67837
-3.34815,123.468,1.35795
-1.84331,123.416,0.390993
2.8012,123.391,-0.0594558
1.97045,123.365,-0.658142
2.48792,123.288,-0.677718
-2.30415,123.242,3.59041
-4.81806,123.212,2.09269
1.76366,123.178,-0.67753
-3.37824,123.136,2.51225
2.38281,123.119,-0.363172
6.23615,123.064,1.72236
2.56983,123.039,0.190872
1.64584,123.012,-0.692662
-3.09215,122.955,2.36006
-10.3337,122.929,1.40288
2.22967,122.914,0.664601
1.7075,122.849,0.026721
-9.24086,122.83,0.920883
-3.49415,122.792,2.74082
2.65747,122.774,1.32781
-4.74704,122.734,1.89305
2.61089,122.673,1.4006
1.97647,122.671,2.15276
-3.14857,122.624,-1.06093
2.70394,122.508,1.11667
2.63295,122.454,2.96799
-3.59908,122.437,2.49248
6.58565,122.424,1.7975
2.92641,122.392,1.50877
-2.83164,122.325,-2.14379
-4.68053,122.263,1.70281
-2.94727,122.236,-0.987098
2.66496,122.233,-0.67602
3.0505,122.144,1.12862
3.0872,122.087,1.61764
-3.69355,122.072,0.785876
-2.53121,122.057,-2.00896
2.6216,121.975,-1.66274
-2.63963,121.957,-1.41536
-9.22767,121.898,0.84042
-10.5056,121.887,1.33632
2.96128,121.844,-0.119814
-2.24782,121.819,-1.45405
-4.61932,121.798,0.0537988
3.35872,121.774,1.72613
6.96177,121.747,1.86505
2.57575,121.709,-1.57227
-3.9879,121.699,-2.4351
-2.06575,121.608,-0.703916
2.86928,121.552,-0.10648
-1.75177,121.537,0.0673623
2.57593,121.459,-1.01926
3.78205,121.416,1.34674
-1.94041,121.406,-0.841422
-1.68471,121.365,-0.1903
-4.49125,121.339,-2.27133
-4.20308,121.275,-2.93673
2.77505,121.27,-0.0899142
-1.73931,121.22,-1.41952
-1.74615,121.2,0.895805
2.6674,121.194,-0.665714
-1.50717,121.058,1.82383
7.3647,121.031,0.2211
4.04736,121.018,0.0305649
-1.89504,121.016,0.451468
2.67925,120.997,-0.0697898
-9.12075,120.985,0.763023
2.76681,120.926,-0.734963
-2.21558,120.918,6.87587
-4.50109,120.9,-1.4863
-4.098,120.858,-0.962404
-10.6718,120.828,-1.25137
-1.86622,120.821,-0.451385
2.58268,120.734,-0.0457662
-1.49738,120.643,0.614301
2.8742,120.64,-0.807141
-3.37234,120.615,4.83878
4.10018,120.606,-1.26267
2.48626,120.481,-0.017492
-3.8825,120.455,-0.13155
2.99105,120.351,-0.881928
-4.67082,120.326,0.840939
7.35494,120.274,-4.70268
-3.52039,120.244,-0.703923
2.39103,120.237,0.380108
3.86862,120.086,-2.42132
-3.67863,120.082,-0.147748
-9.18572,120.074,0.688997
3.01567,120.042,-0.472657
-3.15323,119.911,-2.50548
2.49273,119.89,1.48302
-4.69654,119.853,1.53969
-10.1739,119.753,-5.01798
2.95673,119.748,0.625641
3.35432,119.72,-2.43876
-3.48672,119.72,-0.16038
2.97174,119.626,1.93239
-2.80637,119.613,-2.35801
6.53201,119.56,-6.56556
3.0732,119.451,0.620485
3.17666,119.415,-0.194659
-4.62853,119.387,1.39372
-3.30695,119.384,0.669424
-2.48032,119.349,-2.20855
3.29919,119.296,1.05618
-9.24964,119.148,0.618575
3.15115,119.133,-0.254237
-2.17528,119.117,-2.05877
3.34675,119.085,0.877029
-3.30718,119.058,1.89429
6.08901,118.968,-2.23213
3.2972,118.966,0.476937
-4.56557,118.927,1.25452
-1.89127,118.914,-1.91009
3.1416,118.82,-0.292387
-9.40328,118.793,-3.47207
3.4317,118.745,-0.454417
-1.62808,118.739,-1.76375
-3.39792,118.723,1.35039
3.30245,118.636,0.529839
-1.38534,118.589,0.0576732
3.07672,118.505,-0.090383
-4.50715,118.474,1.12248
-1.54022,118.462,3.49848
3.34195,118.399,-0.909103
-3.31415,118.379,-1.11557
6.32642,118.342,0.72467
3.31604,118.305,0.585318
-2.05875,118.281,3.78394
-9.26055,118.224,0.342116
3.01119,118.205,0.57585
-2.25489,118.163,0.54206
3.3425,118.077,0.408322
-3.43911,118.06,-2.29406
-4.62053,118.026,0.997857
3.33911,117.973,0.643177
-2.06506,117.942,-0.868717
3.06961,117.903,0.0709546
-9.34213,117.76,0.699141
-1.96544,117.75,0.0201781
3.47417,117.73,1.33357
6.40404,117.702,0.739396
-3.88136,117.691,-0.375947
3.3729,117.638,0.703168
2.89339,117.591,-1.75318
-4.81791,117.55,0.880811
-1.96373,117.549,0.462942
3.52428,117.382,1.4187
-1.96258,117.357,0.421
2.57814,117.324,-0.687116
3.41872,117.298,0.764979
-9.30952,117.296,-0.0285126
-4.08783,117.284,1.70754
5.19957,117.191,0.820016
-1.96194,117.157,-0.458421
2.60811,117.076,1.00993
-4.83133,117.062,-0.0678318
6.58932,117.062,0.748472
3.52796,117.025,0.407731
-1.79389,116.964,-0.888915
3.47796,116.954,0.463514
-4.11836,116.873,2.14004
-9.59867,116.813,2.06098
2.62839,116.802,-0.814448
-1.71563,116.798,0.00683625
3.34299,116.789,-2.70738
2.32742,116.775,-2.21307
3.55209,116.715,-0.5373
5.26213,116.666,-0.00825398
-1.52489,116.621,-0.383583
-4.66417,116.583,-1.40105
2.21501,116.562,-1.24486
-0.933547,116.52,0.923277
-1.06815,116.493,-0.812425
2.96356,116.469,-3.85032
-4.14367,116.46,1.9685
-1.18416,116.418,2.18381
6.96998,116.384,0.750914
-9.29074,116.362,0.0476203
3.64264,116.356,-0.878778
2.25082,116.332,-0.651133
-1.42724,116.283,1.83004
2.75196,116.196,-1.00536
5.19874,116.139,-0.795081
-1.61001,116.133,1.87931
-4.46311,116.129,-0.955451
2.40467,116.112,0.474041
-4.16422,116.044,0.962608
3.75119,115.987,0.110874
-1.86492,115.961,1.53222
2.88737,115.919,0.95927
2.74119,115.851,1.60762
-9.64712,115.84,1.95792
-1.97941,115.76,-0.508047
7.38016,115.668,0.745659
-4.01261,115.627,-0.429702
5.10428,115.627,-0.314263
3.03442,115.619,1.03724
3.87941,115.606,0.808745
-1.82666,115.565,-1.40594
2.8931,115.563,0.528519
-9.26705,115.437,0.346522
-1.76132,115.395,-0.489053
3.19335,115.312,1.11625
2.9224,115.272,-0.805136
-3.77869,115.242,-0.044232
-1.45545,115.213,-0.0173428
4.02898,115.211,0.879196
5.13764,115.118,0.232283
-0.990609,115.104,0.80945
-4.36,115.017,0.372802
-1.06436,115.015,2.0304
3.26704,114.98,1.1956
2.88632,114.979,-0.883415
-2.85609,114.941,2.36352
7.72004,114.908,0.731559
-1.40776,114.891,1.90148
-9.62832,114.883,1.85058
-3.72771,114.871,0.384311
4.20163,114.8,0.951209
-1.64489,114.733,1.09504
2.78411,114.695,-1.20653
3.16604,114.658,1.27451
-2.87508,114.641,0.535499
5.15348,114.599,0.262078
-4.30856,114.583,0.771705
-1.8205,114.562,1.18022
-9.34903,114.509,0.415215
-3.60241,114.496,-1.76729
2.586,114.422,-1.51263
2.42524,114.402,-0.691688
4.39913,114.37,1.02425
-2.06725,114.369,1.70992
3.05821,114.347,1.35205
2.39565,114.162,0.641526
-4.2612,114.155,0.688964
-3.5629,114.151,-3.21675
-2.34066,114.148,1.77895
7.89922,114.124,-0.143618
3.04091,114.047,0.333026
2.50609,113.923,1.33789
4.62323,113.92,1.09771
-9.81413,113.914,0.901309
-2.59251,113.901,1.61185
-2.729,113.807,0.232448
-3.78475,113.784,-1.12802
3.22812,113.739,-2.7906
-4.21771,113.731,0.611006
2.6187,113.66,0.488468
-2.82339,113.63,-0.85555
-9.38411,113.568,0.365627
-2.89414,113.528,-0.0406702
4.87568,113.446,1.17084
3.37729,113.401,-3.94249
2.55839,113.399,-0.145041
-3.91345,113.394,0.504276
-2.11083,113.336,-4.39344
7.96864,113.329,-2.6643
-4.17794,113.311,0.53791
-0.790469,113.259,0.705153
-2.82514,113.229,-0.066508
-0.947344,113.208,-3.05191
-1.14723,113.162,1.89536
2.5372,113.149,0.276524
5.25868,113.112,-0.61244
3.33269,113.063,-1.10688
-1.48227,113.03,1.75055
-3.7736,113.001,-0.142271
-2.7119,112.963,-0.0882177
5.15821,112.945,0.513383
-9.89327,112.92,-0.441472
-4.14174,112.895,0.469697
2.54475,112.892,-0.209772
-1.79541,112.865,0.769797
3.23978,112.734,0.848022
-2.697,112.686,-0.106152
-1.91885,112.671,-0.598979
2.39555,112.64,-1.13876
-3.55207,112.639,0.254649
-9.36882,112.632,0.319345
7.71584,112.53,-3.66036
5.25364,112.527,-1.54685
-4.10896,112.483,0.406342
-1.94225,112.482,-1.03082
-2.63443,112.424,-0.120654
3.14051,112.415,0.915938
2.16292,112.413,-0.745905
0.0162203,112.397,0.383053
-0.0295589,112.395,0.0326136
0.112135,112.392,0.514153
-0.0478442,112.391,-0.084173
-0.0632101,112.386,-0.0792523
-0.0759087,112.379,-0.07426
0.192155,112.375,0.201866
-0.086183,112.371,-0.069252
-0.0942655,112.362,-0.0642773
0.234101,112.354,-0.0129789
-0.100378,112.352,-0.0593775
-0.104729,112.342,0.574839
-0.359288,112.331,1.50307
0.280092,112.328,-0.0186625
0.330266,112.298,-0.0250344
-0.820156,112.297,0.0456397
-3.51391,112.291,1.52955
-1.96302,112.282,-0.974149
-0.730132,112.27,1.10267
0.384735,112.262,-0.0321338
-0.764219,112.218,-0.30917
-0.424343,112.196,0.600407
-0.0161829,112.176,1.43807
0.0896725,112.173,1.6167
-0.107568,112.17,-0.408253
0.211123,112.159,1.80589
-2.63779,112.159,-0.132052
-0.227552,112.155,-3.02809
-0.459449,112.152,1.43275
-0.708739,112.144,-0.297729
0.349302,112.131,2.00524
-0.354864,112.124,-2.09448
3.03495,112.106,0.984625
-0.485532,112.104,1.29816
0.50534,112.089,2.2142
-1.98133,112.089,-1.75532
-0.654171,112.076,-0.285065
-4.07945,112.074,0.767395
-0.503569,112.055,1.1697
0.680351,112.03,2.43203
-0.600899,112.014,-0.271462
4.9622,112.007,-2.29249
-0.514481,112.004,1.04774
0.122896,111.995,1.54345
-0.350333,111.988,2.69585
0.45318,111.963,0.78806
-0.549243,111.956,-0.257174
0.875421,111.953,2.04992
-0.519131,111.952,0.932527
-9.6946,111.936,-0.0130637
-3.56954,111.936,1.03232
-0.877669,111.925,2.08185
0.808784,111.905,0.876529
-0.499465,111.904,-0.242426
-0.518321,111.9,0.824224
-2.59711,111.896,1.11849
-1.49379,111.886,-2.92802
-0.451774,111.856,0.402009
-0.512799,111.848,-0.745759
-0.700063,111.813,1.34068
-1.19495,111.812,-0.241741
