dv,s,a
-2.89805,39.1612,-0.119168
-4.48312,39.1601,0.574489
1.72752,39.1597,-1.12063
0.468048,39.1595,-0.94357
7.48162,39.1586,-1.55684
2.78044,39.1571,-1.12156
-0.127852,39.1564,-1.68717
-4.4348,39.1512,1.68115
2.74705,39.1508,-1.71027
1.78568,39.1505,0.113744
5.06988,39.1504,-3.69057
0.945065,39.1495,0.692368
0.806883,39.1477,-1.76832
-0.595249,39.1472,-0.301421
0.402113,39.1467,1.507
0.27962,39.1462,2.10934
-3.12327,39.144,1.80497
-0.604032,39.1431,-5.0116
3.26584,39.1419,-0.405993
-3.54205,39.1418,0.175903
2.10812,39.1416,2.97749
1.45578,39.1406,0.904189
0.921953,39.1405,-2.91025
-2.12583,39.1398,2.04799
-0.581868,39.1396,0.594068
0.269876,39.1393,-0.909995
4.17847,39.1389,3.92761
2.83363,39.1373,1.04549
-1.70002,39.1372,0.0920761
-0.988242,39.1357,0.380665
-0.279629,39.134,1.65203
5.65074,39.1324,-0.899562
1.13292,39.129,-0.155326
-3.19543,39.1283,0.381096
1.9603,39.1236,-2.19416
-7.23924,39.1201,1.71841
2.58645,39.1199,-1.47477
-1.01052,39.1169,0.331843
0.311516,39.1167,0.807804
-0.828796,39.1125,1.82111
-0.542328,39.1124,-0.725212
-2.6479,39.112,1.18132
-1.79076,39.1111,0.100015
0.298237,39.1109,1.77435
-2.09151,39.1104,2.21387
-3.07205,39.1104,4.17124
-2.03928,39.1103,2.60098
0.429681,39.1096,-0.50896
2.21986,39.1092,-0.0899002
-2.41535,39.1085,1.98662
0.584905,39.1071,-1.06664
-0.435581,39.1066,1.50793
-1.0734,39.1055,0.0524852
2.86144,39.1046,-2.63796
-1.40044,39.1044,-1.61763
3.66163,39.1041,-2.26023
1.42267,39.1013,-3.58773
-0.868025,39.1005,-0.977722
1.09224,39.1005,-2.32245
-1.53844,39.0996,0.44321
-1.81066,39.0982,0.512694
-2.36056,39.0979,-2.6047
-1.53388,39.0974,0.666304
-5.21217,39.096,1.02725
-4.36602,39.0949,1.76717
2.1636,39.0946,-0.155836
0.341905,39.0941,-1.0658
-0.105291,39.094,1.87829
-1.32813,39.0927,0.294737
-2.96209,39.0924,-0.302884
-1.87022,39.0891,1.82537
1.8424,39.0887,-2.54745
0.444751,39.0879,1.46461
-0.588202,39.0879,-0.484735
3.59912,39.0873,0.782819
-1.67982,39.0864,1.81951
-1.27591,39.0856,3.39821
3.05536,39.0856,-2.38007
1.6265,39.0833,-1.53037
3.56092,39.0828,-0.868554
2.7504,39.0824,-0.583852
2.06337,39.0808,0.900383
-2.29315,39.0805,-0.55287
-1.95725,39.0803,0.278457
0.327826,39.0797,1.94798
0.173292,39.0785,0.553333
-3.68633,39.0778,-0.0675917
-1.57717,39.0775,-0.17949
1.67536,39.0765,-1.99109
1.25842,39.0765,-0.434642
0.0843962,39.0756,-1.37366
1.44946,39.0752,-0.475787
-0.0538302,39.0749,-0.62623
-1.67383,39.0747,-1.27712
0.256284,39.0743,1.35547
-1.41867,39.074,-0.421807
-2.52227,39.0738,1.67646
-1.71585,39.0732,0.890956
1.38721,39.0731,0.369725
-1.11066,39.0724,-0.246694
4.48009,39.0724,-1.87863
0.222846,39.0721,0.187853
3.8817,39.0703,-1.15717
-0.969944,39.0699,-2.07368
0.794853,39.0696,-1.76732
2.69698,39.0664,-0.540486
-0.95763,39.0656,-0.795692
2.05598,39.0653,-2.48545
1.777,39.0647,0.99668
-0.843197,39.0637,0.189592
-4.34175,39.0626,-1.09137
-0.481226,39.0614,-0.67846
0.554076,39.0607,-1.944
-1.67491,39.0593,0.522318
-3.83951,39.0587,0.747922
0.183951,39.058,0.985313
2.67169,39.0571,-1.10887
1.86798,39.0542,-1.13935
1.39027,39.0539,-0.738341
-0.571927,39.0533,1.51998
0.342763,39.0532,-0.0610444
3.15866,39.0531,-1.93248
0.0554001,39.0496,2.12406
0.239203,39.0495,0.179814
3.8935,39.0494,-0.293933
0.336872,39.049,0.475651
-0.814709,39.0486,1.96405
1.08308,39.0483,-0.232679
3.20579,39.0474,-0.597391
-0.669092,39.0469,1.3693
0.358517,39.0454,2.1278
-1.63335,39.0452,2.44771
5.88903,39.0444,-0.886203
0.381627,39.0428,1.03302
0.713749,39.0425,-1.19748
0.200048,39.0388,2.17715
1.43786,39.0371,1.32286
2.16808,39.0354,1.51218
-1.40439,39.0342,-0.886989
2.39188,39.0331,-0.361545
-0.461241,39.0329,2.92596
3.06916,39.0314,-1.2805
-2.03303,39.0313,1.39464
-3.3207,39.0307,-4.15708
-0.576635,39.0295,-0.42849
1.77128,39.029,0.883147
1.49416,39.0289,-1.02707
-0.939825,39.028,1.70942
3.8442,39.028,-1.41557
2.37096,39.0269,-0.327117
-2.45652,39.0255,0.0125732
-1.31882,39.0244,1.62328
0.498484,39.0243,0.168581
2.35613,39.0233,-1.40539
-0.0484594,39.0233,-0.877788
0.339388,39.0219,-0.0657213
-2.61345,39.0219,1.56648
1.40326,39.0203,-0.720141
-3.91682,39.019,3.27107
-0.938735,39.0187,0.349817
-0.0469894,39.0186,0.985065
0.167883,39.018,0.970664
-0.425652,39.0162,-0.633059
-0.0452811,39.0139,2.66947
1.95502,39.0136,-0.446456
0.745336,39.0104,-2.51648
0.535059,39.0099,-0.0429838
-0.0433827,39.0095,2.09524
-2.87517,39.0093,0.641059
-2.16918,39.0091,1.04066
1.28479,39.0084,-0.165099
0.390152,39.008,1.82658
-0.115805,39.0072,3.91214
1.80619,39.0068,-2.78246
2.34006,39.0063,-0.363872
0.0425862,39.0053,0.645154
1.36684,39.0022,-1.10064
0.691935,38.9988,-1.64055
0.522176,38.998,1.13435
2.85327,38.9967,-1.16382
0.863322,38.9952,0.543646
-1.80619,38.9932,0.165744
-1.55892,38.9929,-2.58273
-1.29022,38.9925,0.340253
0.493712,38.9894,3.3422
-1.08348,38.9889,-1.02024
0.734519,38.9887,-2.42073
2.39685,38.9864,-1.60951
-3.96589,38.9855,-1.17866
2.30247,38.985,-2.95659
-4.57174,38.9849,-0.388437
5.5458,38.9834,0.331191
1.57226,38.983,-0.432683
0.470047,38.9818,-1.03297
3.65367,38.9802,-0.45384
-0.747541,38.9797,0.729205
-0.873048,38.9779,-1.88169
-1.18413,38.9779,-2.10893
-4.87101,38.9774,-1.18231
1.90106,38.9774,0.820739
-1.89013,38.9771,-0.312552
-0.374892,38.9763,-0.589069
1.07428,38.9759,-3.95795
-0.847442,38.9754,-0.735582
-4.22532,38.9754,0.777076
-0.883396,38.9728,1.65629
-1.55743,38.9727,-0.382717
-0.561268,38.9725,-0.375866
-2.14903,38.9718,1.06325
-0.912082,38.971,-0.256738
-0.915301,38.9691,0.201199
-2.53099,38.9689,-0.446386
-0.986454,38.9674,-0.235392
-1.72979,38.9673,2.87625
0.325281,38.9673,0.595646
-0.679005,38.9663,3.6327
-4.58514,38.9657,1.57393
0.757812,38.9644,-1.09277
-3.58356,38.9631,1.13542
-0.85717,38.9574,0.44326
-0.752406,38.9555,-0.771647
3.97574,38.9532,1.00353
-0.098237,38.9525,0.821255
0.514098,38.9514,-1.49808
4.28328,38.9505,0.01236
1.05184,38.9498,0.153778
4.02071,38.9473,-0.837727
-1.6284,38.9466,1.01682
0.75168,38.9462,-0.0216354
-1.61195,38.9459,0.131033
-0.727558,38.9448,1.25074
-2.6406,38.9441,1.35748
0.0741747,38.9429,0.245901
-0.328328,38.9412,-0.546507
-1.41568,38.941,1.1018
1.32318,38.9402,-2.08308
-4.26474,38.9398,-1.6757
3.4552,38.939,-2.72198
0.678777,38.9384,1.23923
1.4932,38.9367,-1.39544
1.32292,38.9354,-1.65546
-1.63747,38.9346,0.21461
1.23102,38.9329,-1.43446
2.93302,38.9321,0.706429
-1.77267,38.932,2.08343
2.93282,38.9317,-1.55287
-1.98525,38.931,-0.335172
-3.65992,38.9301,2.22876
-2.01699,38.9292,3.89305
0.616089,38.9279,-1.16989
1.05514,38.9278,-2.78353
0.987095,38.9263,-1.00351
-2.90627,38.9259,-0.850602
3.13213,38.925,-0.515795
-3.27924,38.9247,-0.110489
-1.21355,38.9245,1.59693
-1.59201,38.9239,-0.444379
4.12041,38.9239,-0.424918
-4.08751,38.9231,-0.628489
0.629938,38.9227,-2.17876
0.843995,38.9223,-0.409056
1.22689,38.9221,-3.60167
-1.43741,38.9196,-1.70518
-2.31284,38.9194,2.29222
-2.8472,38.9174,2.08647
-0.542758,38.9173,-0.326865
0.144877,38.9159,-0.811018
2.11764,38.9152,-2.21194
1.61024,38.9146,-0.325883
-3.18057,38.9142,1.64304
-1.09385,38.9128,0.748318
-0.285471,38.9106,-0.505378
-3.43632,38.9101,1.63063
-2.66901,38.9099,0.160911
0.639634,38.9084,0.650712
0.554238,38.9075,1.85309
2.94475,38.9063,4.27289
3.21247,38.9063,-1.62241
-2.72779,38.9051,0.866743
-0.765699,38.9037,0.411775
-1.69214,38.9016,-2.16129
-1.43434,38.901,0.427586
4.63885,38.8989,-2.61067
5.75597,38.8983,-4.06284
3.54448,38.8982,1.48069
-0.739689,38.8961,-0.67675
3.74322,38.8953,-0.752495
-0.781137,38.8953,-1.69816
-2.25669,38.8952,0.280433
0.209704,38.8939,2.7552
-0.120731,38.8936,2.97145
1.75045,38.8909,3.70277
0.676658,38.8909,-0.285313
2.45314,38.8901,-1.88807
-2.1512,38.8895,1.17583
-0.998014,38.8888,-0.982793
-4.08841,38.8882,0.117847
-2.58347,38.8876,-0.100793
-2.15337,38.8874,1.66036
1.26524,38.8866,-0.367432
0.702873,38.8865,-4.34351
-1.70063,38.886,0.399391
2.09619,38.8853,-0.162176
2.55531,38.8853,-2.59775
4.27783,38.8844,0.567442
-0.245956,38.8841,1.20063
-0.762517,38.8841,0.361499
1.67283,38.882,1.48302
0.614816,38.882,-0.564674
-0.711172,38.8813,0.619435
2.31231,38.8784,-0.364026
-1.95171,38.8767,0.967034
1.31437,38.8764,0.158065
-3.26681,38.876,-0.0839942
-0.855347,38.8751,1.46046
2.06359,38.8732,1.03294
-1.54371,38.872,1.94251
1.44658,38.872,-0.174625
-1.19691,38.8714,3.35727
1.81916,38.8712,-1.61511
-1.24695,38.8702,1.30659
-0.42395,38.8697,2.7103
-1.51957,38.868,-3.0616
-1.17959,38.8676,0.448211
-1.92099,38.867,2.45937
2.43677,38.8663,1.82662
0.653179,38.8655,-0.919807
-3.37735,38.8646,-0.796169
5.57208,38.864,-0.069864
-0.521702,38.864,-0.281451
0.658659,38.8627,-1.25571
3.26027,38.8623,-1.77849
0.852247,38.8622,1.34709
-0.244873,38.8615,-1.44148
-0.879399,38.8614,3.69854
0.994103,38.8596,0.00328559
-1.45459,38.8588,-0.0752584
-5.1174,38.8588,1.27222
0.778348,38.8585,-1.31564
-2.06966,38.8581,1.56581
0.747783,38.8565,-0.382635
4.37931,38.8552,-1.49201
-2.69136,38.8526,1.76916
2.8705,38.8519,0.0617739
0.4708,38.8517,1.61255
-1.45104,38.8514,-1.4499
-5.18707,38.8497,0.73938
1.36856,38.847,-3.4943
3.26208,38.8449,-0.570691
0.85822,38.8433,-1.11514
4.79904,38.8432,-1.8963
2.01803,38.8405,1.82588
0.912758,38.8405,3.49446
0.0650551,38.8378,0.178917
-3.25205,38.8376,3.66061
-0.0654711,38.8373,-0.732025
0.308831,38.8353,-4.25637
3.18476,38.8347,1.11989
4.66899,38.8313,0.381456
-3.91496,38.8304,1.91582
1.01077,38.83,-0.0606902
0.829225,38.8291,0.542921
-0.428119,38.8288,0.206388
2.65842,38.8282,-2.39091
-0.636433,38.8275,1.2689
-0.774451,38.8265,0.343566
1.55513,38.8262,-1.38016
4.54375,38.8261,-5.85274
-0.00988374,38.8247,-2.76058
-3.27831,38.8235,1.61001
-0.694392,38.8216,-1.52367
1.00066,38.8187,-0.566584
5.73952,38.8185,-1.12712
1.98669,38.8167,0.0457747
3.93987,38.8165,-0.0705987
-2.56539,38.8146,0.229799
1.55092,38.8139,0.135005
-0.498641,38.8129,-0.239563
1.18443,38.8105,-0.872788
-0.700813,38.8088,2.45926
-0.213162,38.8086,-1.71086
-1.82846,38.8074,-1.15951
2.30679,38.807,1.13598
3.67262,38.8058,-2.05378
3.31705,38.8041,-0.481694
-0.899443,38.803,0.802044
1.34024,38.8021,-2.26977
-2.75494,38.802,-1.61866
-3.18235,38.8006,0.284194
-2.81362,38.8002,0.93232
-1.06857,38.8,1.50468
0.658388,38.7999,-1.54935
0.67083,38.7997,1.35395
2.86896,38.7976,-1.86031
4.7337,38.7973,0.0106339
0.715092,38.7971,0.354559
-1.29101,38.7963,3.95912
-0.328647,38.7957,-1.08674
-1.8386,38.7953,1.50115
1.74008,38.7949,-3.44628
2.47825,38.7932,-0.410529
0.644262,38.7929,-1.16253
2.34099,38.7923,-1.9281
0.781839,38.791,-0.95695
-1.5446,38.7909,0.951994
-3.31694,38.7902,3.79634
2.87781,38.7898,-0.658896
-0.956785,38.7893,-0.683613
-1.2196,38.7872,-1.53385
1.79996,38.7857,-0.709993
-1.64045,38.7854,1.24163
-1.60956,38.7853,-0.0587183
-1.39243,38.7852,1.48481
2.5403,38.7847,-0.607308
3.03512,38.7839,-2.69028
-2.30133,38.7831,0.0756867
-0.931319,38.7821,0.623324
-1.47185,38.7798,0.202642
-3.71027,38.7786,0.0681003
1.51667,38.7779,-1.03471
-1.55325,38.7772,-0.430481
0.753941,38.7767,0.0425481
-3.35547,38.7766,1.52815
-0.534133,38.7763,-4.12739
-2.5063,38.7746,0.941835
2.91798,38.7733,-1.32958
0.957617,38.7722,-0.25433
-1.39468,38.7699,-1.11204
2.32412,38.769,-0.418912
-0.916931,38.7688,4.09497
1.04338,38.7679,1.45721
-0.616754,38.7675,1.12302
5.65614,38.7673,-1.76492
1.11353,38.7673,-0.440854
-0.767762,38.7644,-0.396543
-0.809754,38.7643,-0.201112
3.52494,38.7643,-1.7511
-4.64066,38.7642,0.557802
-0.323666,38.763,-1.44864
-1.96329,38.7618,-0.107079
-1.45279,38.7595,-0.217983
-0.517093,38.7573,-2.76864
6.3986,38.7566,-0.932611
-0.612921,38.7564,-1.3586
0.326619,38.7532,-0.533055
1.58182,38.7511,-0.829865
1.00496,38.7505,0.584631
-0.774933,38.7489,0.281399
-2.84778,38.7483,1.41258
1.26375,38.7474,0.0320699
-1.55396,38.7473,0.814152
-2.39482,38.7467,1.91094
-1.71435,38.7466,-0.894921
3.49211,38.7459,-0.924987
1.85081,38.7452,-3.85534
-5.32252,38.7437,0.0484774
3.35565,38.7433,-1.68654
4.51232,38.7429,-0.909449
-1.39794,38.742,3.12313
2.94214,38.7413,-2.82145
-2.8378,38.7363,-1.91373
2.35489,38.7355,-2.68928
6.36686,38.7338,-0.242235
3.43059,38.7329,-1.89609
1.57921,38.7323,-0.141068
2.91058,38.7321,-1.42185
-6.37348,38.7314,1.73418
-5.29884,38.7311,4.08644
-1.42567,38.7311,-0.392069
-0.316345,38.731,-1.32759
-0.95231,38.7296,2.2193
0.34398,38.7276,-0.151644
-1.67084,38.7269,3.08786
1.21775,38.7251,0.0380716
1.06385,38.725,1.6343
3.27967,38.7236,-0.227602
-1.50318,38.7234,-0.314218
0.778998,38.7225,0.368683
2.64939,38.7212,-1.33354
1.09545,38.7202,-1.49062
-1.59037,38.7191,0.289377
1.61813,38.719,-0.183763
1.06752,38.7175,2.87379
-1.48671,38.7157,0.939885
-3.02794,38.7138,0.555486
-4.61991,38.7133,1.16855
-1.34503,38.7133,-1.11804
-4.4613,38.7121,0.819255
-3.61127,38.7087,-1.37801
-7.80982,38.7087,1.58656
-1.78606,38.7082,2.67653
0.915878,38.7064,-1.08642
0.580363,38.7057,0.0485261
-0.522787,38.7051,-2.91137
-0.986212,38.7042,-0.0842058
4.30818,38.7037,0.310222
1.03275,38.7034,-0.543933
-1.44696,38.7027,-1.72688
1.92657,38.7025,1.65227
-1.68572,38.7016,-1.11025
1.83621,38.7014,1.35036
2.05559,38.7,-1.77724
-0.30707,38.6998,-1.21057
-0.536769,38.6991,0.265438
-0.952667,38.6991,1.81903
-0.853985,38.6975,-1.04841
-0.715388,38.6963,0.217877
-4.5084,38.6952,0.244784
-0.681153,38.6921,-0.347432
3.81146,38.6855,-1.54379
0.263099,38.6844,-1.05611
-2.79144,38.683,2.87536
-3.80641,38.681,2.56858
-2.11731,38.6801,-2.13455
2.934,38.6789,5.35212
-2.56486,38.6773,1.64197
1.20562,38.6769,-3.17937
-1.0199,38.6756,-1.37142
1.91997,38.6753,-0.167764
0.0914045,38.675,-0.147603
5.27267,38.6742,-0.905206
1.39442,38.672,-1.0042
-0.768214,38.6715,0.225036
-1.12125,38.6705,-0.277192
-2.83873,38.6698,1.19852
-0.296192,38.6696,-1.09812
-2.19267,38.6666,4.66716
0.0859716,38.6661,1.65791
1.36584,38.6648,-2.18495
0.947621,38.6639,-0.521019
4.73317,38.6621,-2.89592
-2.18905,38.661,2.23633
0.492162,38.6606,0.0549171
2.12989,38.6602,-1.70866
-1.87345,38.659,-3.01265
-2.4154,38.6584,1.50222
0.0787639,38.6578,0.814418
-0.985011,38.6557,-1.50269
-1.16389,38.6552,-0.049254
1.25292,38.6536,1.56875
-5.82707,38.6529,2.55223
-0.522847,38.6527,-2.5872
2.37266,38.652,1.06376
-1.27666,38.651,-0.165991
4.17695,38.6504,0.505849
0.0209526,38.6503,-0.436803
3.71051,38.6499,-1.56463
-1.01143,38.6491,2.56601
-0.115275,38.6488,-1.83712
2.73601,38.6479,-1.69463
-0.661703,38.6468,0.245467
2.41606,38.6468,-0.622301
-1.3008,38.6461,1.37403
2.26208,38.646,-2.33485
-2.28739,38.6445,-0.0839668
-1.47887,38.6441,2.93299
-4.59084,38.6426,1.5694
1.16385,38.6424,0.602969
0.844521,38.6413,0.38105
-0.214206,38.6409,1.00096
-2.49031,38.6406,0.759358
-0.284029,38.6405,-0.990662
1.80926,38.6396,0.111842
2.57379,38.6374,0.0317465
-4.09212,38.6372,-1.09968
1.50243,38.637,-2.32935
-2.75365,38.636,0.0575671
-1.26176,38.6353,-1.82193
1.45194,38.6333,-0.716104
-1.51814,38.632,-0.516803
-1.58286,38.6295,0.306168
-0.599924,38.6281,-0.301732
1.00611,38.6278,0.356359
-2.94664,38.6276,1.92292
-2.88724,38.6275,0.0207055
-1.68147,38.6275,-1.54851
2.42734,38.6254,1.07491
-0.677352,38.6244,-0.660768
1.17085,38.6229,2.85606
-2.43537,38.6214,0.217096
-1.8317,38.6213,1.57841
1.06099,38.6207,-2.44643
-1.69562,38.6185,1.10926
2.8867,38.6185,-3.8067
-1.17953,38.6184,1.99115
4.59852,38.6182,-2.63987
3.73951,38.6177,-0.0840466
1.69616,38.6174,-0.774134
-2.12277,38.6169,2.89191
2.04799,38.6163,0.0473277
-2.83509,38.6139,1.30362
3.4757,38.6128,0.203449
-0.270868,38.6128,-0.888524
-5.51174,38.6123,-1.20749
-1.60799,38.611,1.41835
0.911898,38.6109,-2.53433
-0.843579,38.6094,-0.0250427
1.06103,38.6078,-1.46759
0.578972,38.6072,0.0617171
1.56199,38.6068,0.0650121
-0.568316,38.6059,2.6875
-0.935398,38.6058,-0.943705
0.770485,38.604,-1.7481
3.16982,38.6012,-1.12224
-2.46258,38.6007,-0.809663
-0.518036,38.6006,-2.28281
-0.74103,38.5987,2.42905
-0.0604954,38.5985,-0.524621
1.55309,38.5983,-0.918504
-0.168076,38.5976,1.30798
-3.72628,38.5972,0.955395
-3.3676,38.5967,-0.138716
-0.755299,38.5952,0.174216
2.58845,38.5934,-0.760886
-1.27464,38.5913,-0.297197
0.132189,38.5911,0.866764
-1.66507,38.5902,0.720349
3.14472,38.5895,0.255736
-1.46405,38.5882,-0.8451
-1.67403,38.588,3.68078
-3.84504,38.5864,-4.01133
-0.256968,38.5863,-0.16251
1.39601,38.5862,3.5203
1.40025,38.5855,-0.922814
-4.94854,38.5837,0.908577
-0.837732,38.5832,-1.2182
0.67241,38.5822,1.02104
-1.78423,38.5791,-0.582141
-0.277905,38.579,-0.137469
0.767083,38.5777,-0.60812
-1.3398,38.5746,-0.450253
2.26739,38.574,0.312081
-0.770833,38.5729,-0.566767
2.53533,38.5729,-0.730262
-0.524101,38.5721,-0.259407
0.256543,38.572,1.87262
1.32647,38.5717,-5.95013
-2.94221,38.5703,1.56466
-1.64528,38.5696,0.244804
-1.43818,38.5679,0.191553
-1.28073,38.562,-1.2059
-0.368443,38.5614,0.851957
5.77234,38.5613,-1.08373
-0.59611,38.5609,-0.831053
-2.51332,38.5608,-0.277099
1.86849,38.5605,-0.242848
0.973305,38.5588,-3.95002
-1.04171,38.5579,-0.727614
2.101,38.5551,-2.67275
1.17894,38.5547,3.13309
-4.2016,38.5541,0.645605
0.911208,38.5536,0.391252
3.44853,38.5526,0.68296
-1.08265,38.5525,-0.0405916
0.356465,38.5493,-2.09648
-0.509057,38.5491,-1.99837
4.19916,38.5488,0.483883
-0.324524,38.5486,-0.368934
1.7991,38.5484,-0.192353
1.17742,38.5473,0.304306
3.1679,38.5458,0.112206
4.01492,38.5455,-1.00218
0.673134,38.5448,0.0689169
-0.388699,38.5429,1.13263
2.30218,38.5415,-0.478055
-2.46608,38.5414,-1.57556
0.0377785,38.5412,1.41121
0.39759,38.5398,2.04515
-3.27989,38.5397,1.75274
0.636031,38.5378,-1.77092
-2.10233,38.5372,2.82617
-3.08727,38.537,-0.787876
0.00316898,38.5327,-1.56009
-3.83841,38.5321,-0.446784
2.76977,38.5312,-0.502573
0.320988,38.5304,2.34333
-0.7414,38.5303,-0.128794
1.34287,38.529,-0.283699
-0.990551,38.5273,2.53458
3.80813,38.5271,1.55434
-4.58167,38.527,-0.407949
-1.12537,38.5251,-0.832625
-1.02579,38.5249,-1.65627
1.1336,38.5238,0.330455
-0.45366,38.5233,-0.640011
1.03895,38.5225,-1.8022
-1.85593,38.5217,-2.29818
-3.78434,38.521,-3.19909
-0.737124,38.5205,0.12866
-1.20236,38.5205,-1.86865
3.75536,38.5205,-2.57509
1.33508,38.5177,0.617689
1.48159,38.5173,0.952189
-0.840705,38.5171,-1.0948
3.75718,38.5159,-0.858723
2.08153,38.5154,-2.45223
3.37737,38.5147,-1.44008
4.31852,38.5137,0.392975
-0.538441,38.5127,0.532188
4.10833,38.5124,-1.24823
-4.49986,38.5117,1.42789
-2.97195,38.5106,0.819108
-1.37005,38.5089,-0.553695
2.99671,38.5086,-2.10328
-0.672412,38.5081,-1.07438
-2.81172,38.5079,0.847614
-0.520312,38.5052,-0.76032
1.89695,38.5041,-1.30921
2.35382,38.5039,2.33485
0.143149,38.5023,1.21121
-0.830321,38.5015,1.60059
1.64161,38.5013,-0.172422
-0.438838,38.5012,1.47418
-0.0836793,38.501,-0.362495
-4.67141,38.5008,-0.297722
3.37301,38.5004,1.19387
-0.496558,38.4988,-1.73381
-1.23942,38.4986,2.98879
-1.74627,38.4968,1.75698
2.19927,38.4967,1.83023
-4.05612,38.4963,-0.248065
1.52432,38.4944,-0.258297
1.02296,38.4942,-2.08093
-1.38365,38.4937,1.77534
0.556424,38.4925,2.22267
-3.07593,38.4918,0.617371
2.96947,38.4908,-0.78874
-3.41908,38.4883,1.42645
1.28572,38.4875,-1.68709
1.3777,38.4875,0.737887
-1.35973,38.4872,-0.430173
-0.0878421,38.4856,-2.61863
-2.384,38.4841,0.0291564
0.817214,38.4837,0.856861
-0.148693,38.4834,-1.77069
0.640363,38.4822,-2.96527
-0.304603,38.4813,-0.800327
0.752619,38.4799,-4.05572
2.93302,38.4786,-3.02008
3.18951,38.4785,-0.564056
0.361657,38.477,-0.27085
-4.18123,38.4743,1.32855
2.99882,38.4735,-1.5705
-1.65895,38.4731,-0.200603
0.774784,38.4726,0.0765016
0.285146,38.4723,1.31965
2.30419,38.4722,4.08301
-1.45462,38.4711,-1.44997
2.42384,38.4669,-1.51554
-1.62534,38.466,-6.22574
2.76272,38.4647,-2.17399
1.99503,38.4641,-0.835593
-1.75969,38.4632,1.2079
1.07854,38.4631,-0.156786
-0.205446,38.4624,-0.30164
-0.879147,38.4622,-0.689831
-3.87036,38.4616,2.59957
-0.646145,38.4611,1.97647
0.978524,38.4591,0.398841
-1.30462,38.4584,-0.644438
0.18389,38.4581,-2.10333
-0.449927,38.4568,-0.692082
-0.339948,38.4558,0.613586
-0.478112,38.4551,1.33531
-1.2339,38.4538,-0.794147
-0.568504,38.4537,-0.449807
-3.06055,38.4524,1.26686
1.85658,38.452,-0.280862
-0.481132,38.4498,-1.48891
2.73891,38.4493,-1.57
-0.5232,38.4487,-0.940021
-0.714552,38.4478,0.927385
-1.20407,38.4477,-0.0703633
-3.53505,38.447,3.43683
1.76274,38.4465,-0.83998
-1.20882,38.4465,2.70757
-1.65996,38.4463,0.984353
-3.77348,38.4457,1.00574
0.252186,38.4453,1.43086
1.37523,38.4451,-0.567281
4.39827,38.4434,-3.43055
1.41999,38.4429,1.27068
3.59216,38.4424,-2.27151
1.52477,38.4404,-1.01113
0.170438,38.4403,-1.77251
-0.159842,38.4402,-0.450073
-1.19077,38.4387,-0.0327074
1.4695,38.4383,1.91034
-1.84855,38.4379,1.75856
-0.751,38.4377,-1.00502
-3.95933,38.4365,1.72507
1.12964,38.4365,1.22036
-3.47889,38.4355,1.6385
1.89008,38.435,0.710266
4.63724,38.4349,0.736941
-8.53835,38.4338,0.275651
2.07659,38.4329,-1.38592
-1.37713,38.4315,0.10518
0.464073,38.4307,-2.38844
-0.286767,38.4304,-0.621643
-2.01007,38.4301,-0.0686352
-1.04313,38.4301,0.462218
3.66367,38.4293,2.42875
-2.4377,38.4292,2.02265
-2.0895,38.4289,1.41596
0.734121,38.4285,2.40405
1.3681,38.424,4.31632
0.153049,38.424,-0.507934
6.5081,38.4223,-0.962899
0.211357,38.4219,1.54407
0.549344,38.4212,-0.938795
-0.711431,38.421,-4.01688
-2.53541,38.4196,3.34196
-1.17042,38.4185,1.47309
3.17809,38.4162,-3.48478
-0.373953,38.4154,1.36377
-0.384878,38.4152,-0.626635
-1.76668,38.4143,0.632532
0.934722,38.4129,-2.00832
4.15507,38.4115,-1.52269
0.131293,38.4097,-0.120228
5.54539,38.4092,-2.13748
-1.29974,38.4078,1.70148
-1.93441,38.4072,3.39287
-2.19103,38.4071,0.659675
4.45085,38.4071,-3.05706
2.23625,38.4071,0.0470265
-1.1446,38.4069,2.38798
-2.58643,38.4064,0.807643
3.30075,38.4057,-1.06931
-0.507625,38.4056,1.2028
-1.832,38.4049,0.272216
-2.65672,38.4043,1.35151
-3.16909,38.4037,0.476321
-0.389305,38.4035,-1.44452
0.574129,38.4032,-1.79629
0.161867,38.403,1.65838
-0.463318,38.4025,0.205381
4.14104,38.4021,-3.95142
-0.389918,38.4011,1.02818
1.45217,38.4011,-0.189343
0.947619,38.4,0.872527
-3.85843,38.3997,2.28214
-0.526136,38.399,-0.735125
2.70445,38.3987,1.08797
0.790395,38.3981,-0.702304
0.104721,38.3977,-1.50403
3.286,38.3967,-2.09345
1.22632,38.3963,0.540936
7.7202,38.3962,-0.746358
2.65554,38.3952,-0.240697
-1.9393,38.3943,2.54661
3.49702,38.3914,0.579134
0.884001,38.3899,0.0844497
0.102892,38.3895,1.77272
0.276736,38.3894,-2.17992
0.0728646,38.3887,-2.49426
2.522,38.3845,-1.84033
-0.0620163,38.3832,-1.66947
-0.580485,38.3829,-0.134351
-0.192812,38.3828,-2.76941
0.0335834,38.3824,0.670171
2.37985,38.3823,0.473494
-0.898239,38.382,0.188493
-0.315779,38.381,1.26391
-0.325047,38.3798,-0.564213
4.37186,38.3796,-1.69069
0.200161,38.3793,-0.827991
-3.97959,38.3791,0.175579
-7.41102,38.3781,1.50951
-1.1077,38.3776,2.12297
-1.18594,38.377,-1.14057
-3.02087,38.3764,1.04991
1.02585,38.3762,-0.848696
